unnamed_column,duplicated_0,duplicated_1,duplicated_2,duplicated_3,duplicated_4,duplicated_5,duplicated_6,duplicated_7,duplicated_8,duplicated_9,duplicated_10,duplicated_11,duplicated_12,duplicated_13,duplicated_14,duplicated_15,duplicated_16,duplicated_17,duplicated_18,duplicated_19,duplicated_20,duplicated_21,duplicated_22,duplicated_23,duplicated_24,duplicated_25,duplicated_26
,SC,420515,Doutor Pedrinho,12,12.0,0,"0,0%",693,691.0,-2,"-0,3%",3,13.0,10,"333,3%",86,80.0,-6,"-7,0%",51,49.0,-2,"-3,9%",845,845.0,0,"0,0%"
,SC,420517,Entre Rios,21,25.0,4,"19,0%",10,11.0,1,"10,0%",0,4.0,4,#DIV/0!,43,47.0,4,"9,3%",40,44.0,4,"10,0%",114,131.0,17,"14,9%"
,SC,420519,Ermo,35,32.0,-3,"-8,6%",653,540.0,-113,"-17,3%",9,6.0,-3,"-33,3%",48,45.0,-3,"-6,3%",171,187.0,16,"9,4%",916,810.0,-106,"-11,6%"
,SC,420520,Erval Velho,134,122.0,-12,"-9,0%",263,254.0,-9,"-3,4%",24,31.0,7,"29,2%",208,206.0,-2,"-1,0%",263,294.0,31,"11,8%",892,907.0,15,"1,7%"
,SC,420530,Faxinal dos Guedes,1.357,1.335,-22,"-1,6%",1.082,1.258,176,"16,3%",89,73.0,-16,"-18,0%",583,537.0,-46,"-7,9%",687,792.0,105,"15,3%",3.798,3.995,197,"5,2%"
,SC,420535,Flor do Sertão,27,26.0,-1,"-3,7%",153,226.0,73,"47,7%",13,10.0,-3,"-23,1%",67,72.0,5,"7,5%",19,15.0,-4,"-21,1%",279,349.0,70,"25,1%"
,SC,420540,Florianópolis,378,346.0,-32,"-8,5%",10.143,10.351,208,"2,1%",8.245,8.702,457,"5,5%",39.092,40.567,1.475,"3,8%",153.457,162.116,8.659,"5,6%",211.315,222.082,10.767,"5,1%"
,SC,420543,Formosa do Sul,14,6.0,-8,"-57,1%",30,39.0,9,"30,0%",13,14.0,1,"7,7%",67,77.0,10,"14,9%",97,114.0,17,"17,5%",221,250.0,29,"13,1%"
,SC,420545,Forquilhinha,32,21.0,-11,"-34,4%",5.357,5.456,99,"1,8%",416,467.0,51,"12,3%",1.473,1.5,27,"1,8%",1.163,1.291,128,"11,0%",8.441,8.735,294,"3,5%"
,SC,420550,Fraiburgo,2.124,1.911,-213,"-10,0%",2.500,2.609,109,"4,4%",260,373.0,113,"43,5%",1.688,1.77,82,"4,9%",2.387,2.438,51,"2,1%",8.959,9.101,142,"1,6%"
,SC,420555,Frei Rogério,13,12.0,-1,"-7,7%",45,45.0,0,"0,0%",1,11.0,10,"1000,0%",62,84.0,22,"35,5%",21,21.0,0,"0,0%",142,173.0,31,"21,8%"
,SC,420560,Galvão,38,50.0,12,"31,6%",99,85.0,-14,"-14,1%",68,85.0,17,"25,0%",78,81.0,3,"3,8%",69,73.0,4,"5,8%",352,374.0,22,"6,3%"
,SC,420570,Garopaba,11,11.0,0,"0,0%",1.238,1.364,126,"10,2%",185,196.0,11,"5,9%",2.375,3.003,628,"26,4%",2.260,2.346,86,"3,8%",6.069,6.92,851,"14,0%"
,SC,420580,Garuva,134,132.0,-2,"-1,5%",2.181,2.324,143,"6,6%",234,269.0,35,"15,0%",1.043,1.263,220,"21,1%",1.565,1.594,29,"1,9%",5.157,5.582,425,"8,2%"
,SC,420590,Gaspar,40,37.0,-3,"-7,5%",14.156,14.223,67,"0,5%",768,846.0,78,"10,2%",5.895,6.3,405,"6,9%",5.276,5.482,206,"3,9%",26.135,26.888,753,"2,9%"
,SC,420600,Governador Celso Ramos,41,33.0,-8,"-19,5%",253,241.0,-12,"-4,7%",272,235.0,-37,"-13,6%",1.187,1.35,163,"13,7%",2.646,3.059,413,"15,6%",4.399,4.918,519,"11,8%"
,SC,420610,Grão-Pará,86,92.0,6,"7,0%",1.246,1.279,33,"2,6%",36,45.0,9,"25,0%",200,193.0,-7,"-3,5%",189,193.0,4,"2,1%",1.757,1.802,45,"2,6%"
,SC,420620,Gravatal,38,48.0,10,"26,3%",1.036,1.116,80,"7,7%",75,68.0,-7,"-9,3%",641,731.0,90,"14,0%",909,917.0,8,"0,9%",2.699,2.88,181,"6,7%"
,SC,420630,Guabiruba,4,3.0,-1,"-25,0%",5.493,5.64,147,"2,7%",202,244.0,42,"20,8%",996,945.0,-51,"-5,1%",581,685.0,104,"17,9%",7.276,7.517,241,"3,3%"
,SC,420640,Guaraciaba,170,173.0,3,"1,8%",928,931.0,3,"0,3%",281,205.0,-76,"-27,0%",528,530.0,2,"0,4%",504,520.0,16,"3,2%",2.411,2.359,-52,"-2,2%"
,SC,420650,Guaramirim,105,92.0,-13,"-12,4%",8.083,8.377,294,"3,6%",561,634.0,73,"13,0%",2.918,3.014,96,"3,3%",3.139,3.309,170,"5,4%",14.806,15.426,620,"4,2%"
,SC,420660,Guarujá do Sul,27,27.0,0,"0,0%",495,534.0,39,"7,9%",8,4.0,-4,"-50,0%",208,219.0,11,"5,3%",302,337.0,35,"11,6%",1.040,1.121,81,"7,8%"
,SC,420665,Guatambú,138,135.0,-3,"-2,2%",3.329,4.233,904,"27,2%",99,125.0,26,"26,3%",145,161.0,16,"11,0%",349,351.0,2,"0,6%",4.060,5.005,945,"23,3%"
,SC,420670,Herval d'Oeste,102,106.0,4,"3,9%",1.587,1.657,70,"4,4%",301,264.0,-37,"-12,3%",809,816.0,7,"0,9%",804,788.0,-16,"-2,0%",3.603,3.631,28,"0,8%"
,SC,420675,Ibiam,28,23.0,-5,"-17,9%",77,93.0,16,"20,8%",10,25.0,15,"150,0%",18,21.0,3,"16,7%",64,72.0,8,"12,5%",197,234.0,37,"18,8%"
,SC,420680,Ibicaré,61,68.0,7,"11,5%",151,141.0,-10,"-6,6%",23,47.0,24,"104,3%",132,120.0,-12,"-9,1%",267,247.0,-20,"-7,5%",634,623.0,-11,"-1,7%"
,SC,420690,Ibirama,6,5.0,-1,"-16,7%",3.771,3.665,-106,"-2,8%",106,139.0,33,"31,1%",867,890.0,23,"2,7%",1.243,1.324,81,"6,5%",5.993,6.023,30,"0,5%"
,SC,420700,Içara,128,148.0,20,"15,6%",9.200,9.207,7,"0,1%",870,1.139,269,"30,9%",5.570,6.355,785,"14,1%",4.929,5.161,232,"4,7%",20.697,22.01,1.313,"6,3%"
,SC,420710,Ilhota,59,56.0,-3,"-5,1%",1.974,2.062,88,"4,5%",273,300.0,27,"9,9%",659,849.0,190,"28,8%",674,835.0,161,"23,9%",3.639,4.102,463,"12,7%"
,SC,420720,Imaruí,28,27.0,-1,"-3,6%",181,155.0,-26,"-14,4%",360,313.0,-47,"-13,1%",277,291.0,14,"5,1%",142,165.0,23,"16,2%",988,951.0,-37,"-3,7%"
,SC,420730,Imbituba,44,68.0,24,"54,5%",1.529,1.621,92,"6,0%",505,493.0,-12,"-2,4%",4.165,4.756,591,"14,2%",5.192,5.494,302,"5,8%",11.435,12.432,997,"8,7%"
,SC,420740,Imbuia,44,77.0,33,"75,0%",149,181.0,32,"21,5%",7,12.0,5,"71,4%",454,443.0,-11,"-2,4%",237,258.0,21,"8,9%",891,971.0,80,"9,0%"
,SC,420750,Indaial,123,107.0,-16,"-13,0%",11.574,11.931,357,"3,1%",1.524,1.562,38,"2,5%",4.884,4.925,41,"0,8%",9.012,8.939,-73,"-0,8%",27.117,27.464,347,"1,3%"
,SC,420757,Iomerê,190,190.0,0,"0,0%",372,419.0,47,"12,6%",28,45.0,17,"60,7%",87,103.0,16,"18,4%",169,100.0,-69,"-40,8%",846,857.0,11,"1,3%"
,SC,420760,Ipira,20,24.0,4,"20,0%",59,64.0,5,"8,5%",28,49.0,21,"75,0%",129,136.0,7,"5,4%",113,126.0,13,"11,5%",349,399.0,50,"14,3%"
,SC,420765,Iporã do Oeste,118,117.0,-1,"-0,8%",304,319.0,15,"4,9%",138,144.0,6,"4,3%",609,628.0,19,"3,1%",676,709.0,33,"4,9%",1.845,1.917,72,"3,9%"
,SC,420768,Ipuaçu,33,36.0,3,"9,1%",1.664,1.7,36,"2,2%",9,13.0,4,"44,4%",185,185.0,0,"0,0%",152,177.0,25,"16,4%",2.043,2.111,68,"3,3%"
,SC,420770,Ipumirim,171,150.0,-21,"-12,3%",2.498,2.476,-22,"-0,9%",20,19.0,-1,"-5,0%",250,246.0,-4,"-1,6%",340,355.0,15,"4,4%",3.279,3.246,-33,"-1,0%"
,SC,420775,Iraceminha,21,25.0,4,"19,0%",72,104.0,32,"44,4%",20,7.0,-13,"-65,0%",134,141.0,7,"5,2%",81,93.0,12,"14,8%",328,370.0,42,"12,8%"
,SC,420780,Irani,73,75.0,2,"2,7%",240,245.0,5,"2,1%",60,60.0,0,"0,0%",500,542.0,42,"8,4%",827,880.0,53,"6,4%",1.700,1.802,102,"6,0%"
,SC,420785,Irati,5,4.0,-1,"-20,0%",148,175.0,27,"18,2%",3,1.0,-2,"-66,7%",53,52.0,-1,"-1,9%",88,58.0,-30,"-34,1%",297,290.0,-7,"-2,4%"
,SC,420790,Irineópolis,75,83.0,8,"10,7%",173,177.0,4,"2,3%",42,38.0,-4,"-9,5%",405,392.0,-13,"-3,2%",225,246.0,21,"9,3%",920,936.0,16,"1,7%"
,SC,420800,Itá,41,44.0,3,"7,3%",553,536.0,-17,"-3,1%",47,75.0,28,"59,6%",190,194.0,4,"2,1%",644,682.0,38,"5,9%",1.475,1.531,56,"3,8%"
,SC,420810,Itaiópolis,265,260.0,-5,"-1,9%",2.915,2.945,30,"1,0%",52,26.0,-26,"-50,0%",901,884.0,-17,"-1,9%",593,574.0,-19,"-3,2%",4.726,4.689,-37,"-0,8%"
,SC,420820,Itajaí,1.231,1.243,12,"1,0%",19.981,21.253,1.272,"6,4%",5.800,6.133,333,"5,7%",27.214,28.933,1.719,"6,3%",59.270,67.381,8.111,"13,7%",113.496,124.943,11.447,"10,1%"
,SC,420830,Itapema,4,3.0,-1,"-25,0%",1.452,1.534,82,"5,6%",8.319,9.588,1.269,"15,3%",5.391,5.42,29,"0,5%",9.347,9.905,558,"6,0%",24.513,26.45,1.937,"7,9%"
,SC,420840,Itapiranga,191,194.0,3,"1,6%",4.725,4.755,30,"0,6%",199,195.0,-4,"-2,0%",710,771.0,61,"8,6%",1.628,1.707,79,"4,9%",7.453,7.622,169,"2,3%"
,SC,420845,Itapoá,20,13.0,-7,"-35,0%",411,396.0,-15,"-3,6%",468,311.0,-157,"-33,5%",1.326,1.477,151,"11,4%",3.343,4.319,976,"29,2%",5.568,6.516,948,"17,0%"
,SC,420850,Ituporanga,371,418.0,47,"12,7%",1.898,1.887,-11,"-0,6%",755,792.0,37,"4,9%",1.837,1.859,22,"1,2%",2.088,2.16,72,"3,4%",6.949,7.116,167,"2,4%"
,SC,420860,Jaborá,109,110.0,1,"0,9%",286,304.0,18,"6,3%",19,58.0,39,"205,3%",113,127.0,14,"12,4%",182,206.0,24,"13,2%",709,805.0,96,"13,5%"
,SC,420870,Jacinto Machado,34,32.0,-2,"-5,9%",951,937.0,-14,"-1,5%",32,34.0,2,"6,3%",489,497.0,8,"1,6%",634,606.0,-28,"-4,4%",2.140,2.106,-34,"-1,6%"
,SC,420880,Jaguaruna,75,66.0,-9,"-12,0%",2.222,2.112,-110,"-5,0%",156,166.0,10,"6,4%",1.247,1.197,-50,"-4,0%",1.241,1.143,-98,"-7,9%",4.941,4.684,-257,"-5,2%"
,SC,420890,Jaraguá do Sul,141,134.0,-7,"-5,0%",36.260,37.307,1.047,"2,9%",2.341,2.373,32,"1,4%",11.177,11.324,147,"1,3%",21.394,22.506,1.112,"5,2%",71.313,73.644,2.331,"3,3%"
,SC,420895,Jardinópolis,6,10.0,4,"66,7%",74,82.0,8,"10,8%",9,11.0,2,"22,2%",34,33.0,-1,"-2,9%",38,40.0,2,"5,3%",161,176.0,15,"9,3%"
,SC,420900,Joaçaba,115,105.0,-10,"-8,7%",3.741,3.75,9,"0,2%",286,293.0,7,"2,4%",4.192,4.217,25,"0,6%",7.088,6.699,-389,"-5,5%",15.422,15.064,-358,"-2,3%"
,SC,420910,Joinville,279,251.0,-28,"-10,0%",75.742,79.039,3.297,"4,4%",9.529,10.3,771,"8,1%",44.165,45.707,1.542,"3,5%",98.186,103.102,4.916,"5,0%",227.901,238.399,10.498,"4,6%"
,SC,420915,José Boiteux,22,22.0,0,"0,0%",593,598.0,5,"0,8%",32,17.0,-15,"-46,9%",154,142.0,-12,"-7,8%",75,81.0,6,"8,0%",876,860.0,-16,"-1,8%"
,SC,420917,Jupiá,16,17.0,1,"6,3%",65,67.0,2,"3,1%",2,5.0,3,"150,0%",35,33.0,-2,"-5,7%",130,146.0,16,"12,3%",248,268.0,20,"8,1%"
,SC,420920,Lacerdópolis,133,141.0,8,"6,0%",138,134.0,-4,"-2,9%",24,11.0,-13,"-54,2%",48,53.0,5,"10,4%",197,215.0,18,"9,1%",540,554.0,14,"2,6%"
,SC,420930,Lages,1.616,1.695,79,"4,9%",11.420,11.266,-154,"-1,3%",1.568,1.62,52,"3,3%",11.445,12.134,689,"6,0%",15.888,18.838,2.950,"18,6%",41.937,45.553,3.616,"8,6%"
,SC,420940,Laguna,192,220.0,28,"14,6%",1.046,1.108,62,"5,9%",298,304.0,6,"2,0%",2.739,3.069,330,"12,0%",2.558,2.605,47,"1,8%",6.833,7.306,473,"6,9%"
,SC,420945,Lajeado Grande,7,11.0,4,"57,1%",90,94.0,4,"4,4%",3,9.0,6,"200,0%",28,34.0,6,"21,4%",22,24.0,2,"9,1%",150,172.0,22,"14,7%"
,SC,420950,Laurentino,66,73.0,7,"10,6%",1.179,1.156,-23,"-2,0%",26,30.0,4,"15,4%",472,453.0,-19,"-4,0%",228,231.0,3,"1,3%",1.971,1.943,-28,"-1,4%"
,SC,420960,Lauro Müller,131,125.0,-6,"-4,6%",1.399,1.49,91,"6,5%",48,65.0,17,"35,4%",523,536.0,13,"2,5%",1.364,1.445,81,"5,9%",3.465,3.661,196,"5,7%"
,SC,420970,Lebon Régis,839,935.0,96,"11,4%",398,467.0,69,"17,3%",23,120.0,97,"421,7%",290,293.0,3,"1,0%",263,271.0,8,"3,0%",1.813,2.086,273,"15,1%"
,SC,420980,Leoberto Leal,7,16.0,9,"128,6%",17,17.0,0,"0,0%",2,5.0,3,"150,0%",112,117.0,5,"4,5%",85,87.0,2,"2,4%",223,242.0,19,"8,5%"
,SC,420985,Lindóia do Sul,22,23.0,1,"4,5%",82,100.0,18,"22,0%",40,31.0,-9,"-22,5%",152,169.0,17,"11,2%",215,219.0,4,"1,9%",511,542.0,31,"6,1%"
,SC,420990,Lontras,29,31.0,2,"6,9%",1.851,1.934,83,"4,5%",117,111.0,-6,"-5,1%",669,691.0,22,"3,3%",438,490.0,52,"11,9%",3.104,3.257,153,"4,9%"
,SC,421000,Luiz Alves,306,330.0,24,"7,8%",2.934,3.033,99,"3,4%",57,74.0,17,"29,8%",686,804.0,118,"17,2%",411,604.0,193,"47,0%",4.394,4.845,451,"10,3%"
,SC,421003,Luzerna,29,33.0,4,"13,8%",934,988.0,54,"5,8%",39,40.0,1,"2,6%",227,244.0,17,"7,5%",349,334.0,-15,"-4,3%",1.578,1.639,61,"3,9%"
,SC,421005,Macieira,125,121.0,-4,"-3,2%",62,59.0,-3,"-4,8%",4,7.0,3,"75,0%",18,17.0,-1,"-5,6%",16,15.0,-1,"-6,3%",225,219.0,-6,"-2,7%"
,SC,421010,Mafra,468,536.0,68,"14,5%",4.650,4.461,-189,"-4,1%",265,293.0,28,"10,6%",4.051,4.071,20,"0,5%",3.937,4.095,158,"4,0%",13.371,13.456,85,"0,6%"
,SC,421020,Major Gercino,12,14.0,2,"16,7%",221,225.0,4,"1,8%",21,28.0,7,"33,3%",66,56.0,-10,"-15,2%",59,57.0,-2,"-3,4%",379,380.0,1,"0,3%"
,SC,421030,Major Vieira,115,118.0,3,"2,6%",300,300.0,0,"0,0%",2,12.0,10,"500,0%",256,278.0,22,"8,6%",76,81.0,5,"6,6%",749,789.0,40,"5,3%"
,SC,421040,Maracajá,6,8.0,2,"33,3%",654,715.0,61,"9,3%",60,67.0,7,"11,7%",484,503.0,19,"3,9%",592,598.0,6,"1,0%",1.796,1.891,95,"5,3%"
,SC,421050,Maravilha,122,120.0,-2,"-1,6%",5.336,5.424,88,"1,6%",259,397.0,138,"53,3%",2.065,2.154,89,"4,3%",2.745,2.958,213,"7,8%",10.527,11.053,526,"5,0%"
,SC,421055,Marema,65,71.0,6,"9,2%",24,16.0,-8,"-33,3%",15,8.0,-7,"-46,7%",60,63.0,3,"5,0%",34,29.0,-5,"-14,7%",198,187.0,-11,"-5,6%"
,SC,421060,Massaranduba,105,130.0,25,"23,8%",3.164,3.239,75,"2,4%",68,61.0,-7,"-10,3%",775,813.0,38,"4,9%",1.640,2.081,441,"26,9%",5.752,6.324,572,"9,9%"
,SC,421070,Matos Costa,88,97.0,9,"10,2%",25,41.0,16,"64,0%",3,4.0,1,"33,3%",60,54.0,-6,"-10,0%",32,31.0,-1,"-3,1%",208,227.0,19,"9,1%"
,SC,421080,Meleiro,3,3.0,0,"0,0%",443,433.0,-10,"-2,3%",42,50.0,8,"19,0%",386,370.0,-16,"-4,1%",509,571.0,62,"12,2%",1.383,1.427,44,"3,2%"
,SC,421085,Mirim Doce,27,33.0,6,"22,2%",235,236.0,1,"0,4%",4,7.0,3,"75,0%",28,23.0,-5,"-17,9%",33,29.0,-4,"-12,1%",327,328.0,1,"0,3%"
,SC,421090,Modelo,72,64.0,-8,"-11,1%",427,425.0,-2,"-0,5%",117,165.0,48,"41,0%",117,122.0,5,"4,3%",142,151.0,9,"6,3%",875,927.0,52,"5,9%"
,SC,421100,Mondaí,64,93.0,29,"45,3%",1.564,1.597,33,"2,1%",95,80.0,-15,"-15,8%",405,408.0,3,"0,7%",468,520.0,52,"11,1%",2.596,2.698,102,"3,9%"
,SC,421105,Monte Carlo,445,435.0,-10,"-2,2%",460,440.0,-20,"-4,3%",29,49.0,20,"69,0%",260,269.0,9,"3,5%",482,520.0,38,"7,9%",1.676,1.713,37,"2,2%"
,SC,421110,Monte Castelo,204,171.0,-33,"-16,2%",201,200.0,-1,"-0,5%",55,57.0,2,"3,6%",296,312.0,16,"5,4%",227,256.0,29,"12,8%",983,996.0,13,"1,3%"
,SC,421120,Morro da Fumaça,4,4.0,0,"0,0%",3.990,4.034,44,"1,1%",86,101.0,15,"17,4%",1.103,1.128,25,"2,3%",1.233,1.272,39,"3,2%",6.416,6.539,123,"1,9%"
,SC,421125,Morro Grande,4,1.0,-3,"-75,0%",203,208.0,5,"2,5%",4,10.0,6,"150,0%",38,46.0,8,"21,1%",132,123.0,-9,"-6,8%",381,388.0,7,"1,8%"
,SC,421130,Navegantes,636,571.0,-65,"-10,2%",8.905,9.507,602,"6,8%",3.996,2.157,-1.839,"-46,0%",5.184,5.596,412,"7,9%",7.932,8.538,606,"7,6%",26.653,26.369,-284,"-1,1%"
,SC,421140,Nova Erechim,72,61.0,-11,"-15,3%",654,818.0,164,"25,1%",13,53.0,40,"307,7%",254,258.0,4,"1,6%",181,192.0,11,"6,1%",1.174,1.382,208,"17,7%"
,SC,421145,Nova Itaberaba,10,16.0,6,"60,0%",392,329.0,-63,"-16,1%",48,55.0,7,"14,6%",115,137.0,22,"19,1%",92,112.0,20,"21,7%",657,649.0,-8,"-1,2%"
,SC,421150,Nova Trento,11,16.0,5,"45,5%",2.444,2.279,-165,"-6,8%",2.770,2.809,39,"1,4%",592,637.0,45,"7,6%",681,892.0,211,"31,0%",6.498,6.633,135,"2,1%"
,SC,421160,Nova Veneza,64,57.0,-7,"-10,9%",5.233,5.33,97,"1,9%",153,162.0,9,"5,9%",861,1.01,149,"17,3%",1.178,1.264,86,"7,3%",7.489,7.823,334,"4,5%"
,SC,421165,Novo Horizonte,1,1.0,0,"0,0%",283,273.0,-10,"-3,5%",6,18.0,12,"200,0%",47,40.0,-7,"-14,9%",41,48.0,7,"17,1%",378,380.0,2,"0,5%"
,SC,421170,Orleans,69,65.0,-4,"-5,8%",3.360,3.466,106,"3,2%",383,334.0,-49,"-12,8%",1.757,2.086,329,"18,7%",2.560,2.775,215,"8,4%",8.129,8.726,597,"7,3%"
,SC,421175,Otacílio Costa,240,274.0,34,"14,2%",2.684,2.837,153,"5,7%",262,251.0,-11,"-4,2%",1.060,1.063,3,"0,3%",1.115,1.231,116,"10,4%",5.361,5.656,295,"5,5%"
,SC,421180,Ouro,33,42.0,9,"27,3%",304,301.0,-3,"-1,0%",40,46.0,6,"15,0%",255,250.0,-5,"-2,0%",349,354.0,5,"1,4%",981,993.0,12,"1,2%"
,SC,421185,Ouro Verde,93,82.0,-11,"-11,8%",5,7.0,2,"40,0%",3,0.0,-3,"-100,0%",73,77.0,4,"5,5%",63,79.0,16,"25,4%",237,245.0,8,"3,4%"
,SC,421187,Paial,8,10.0,2,"25,0%",146,130.0,-16,"-11,0%",7,3.0,-4,"-57,1%",41,40.0,-1,"-2,4%",20,17.0,-3,"-15,0%",222,200.0,-22,"-9,9%"
,SC,421189,Painel,235,238.0,3,"1,3%",12,8.0,-4,"-33,3%",0,3.0,3,#DIV/0!,31,33.0,2,"6,5%",34,31.0,-3,"-8,8%",312,313.0,1,"0,3%"
,SC,421190,Palhoça,84,95.0,11,"13,1%",9.102,10.003,901,"9,9%",7.223,6.865,-358,"-5,0%",17.068,18.792,1.724,"10,1%",20.758,21.924,1.166,"5,6%",54.235,57.679,3.444,"6,4%"
,SC,421200,Palma Sola,199,213.0,14,"7,0%",247,214.0,-33,"-13,4%",33,22.0,-11,"-33,3%",293,297.0,4,"1,4%",667,722.0,55,"8,2%",1.439,1.468,29,"2,0%"
,SC,421205,Palmeira,32,64.0,32,"100,0%",304,323.0,19,"6,3%",13,55.0,42,"323,1%",85,84.0,-1,"-1,2%",261,179.0,-82,"-31,4%",695,705.0,10,"1,4%"
,SC,421210,Palmitos,100,100.0,0,"0,0%",936,986.0,50,"5,3%",119,138.0,19,"16,0%",1.046,1.064,18,"1,7%",3.155,3.356,201,"6,4%",5.356,5.644,288,"5,4%"
,SC,421220,Papanduva,591,648.0,57,"9,6%",1.114,1.176,62,"5,6%",81,129.0,48,"59,3%",1.204,1.226,22,"1,8%",850,912.0,62,"7,3%",3.840,4.091,251,"6,5%"
,SC,421223,Paraíso,26,29.0,3,"11,5%",467,530.0,63,"13,5%",37,31.0,-6,"-16,2%",113,106.0,-7,"-6,2%",52,51.0,-1,"-1,9%",695,747.0,52,"7,5%"
,SC,421225,Passo de Torres,2,2.0,0,"0,0%",154,141.0,-13,"-8,4%",227,240.0,13,"5,7%",473,542.0,69,"14,6%",423,433.0,10,"2,4%",1.279,1.358,79,"6,2%"
,SC,421227,Passos Maia,225,215.0,-10,"-4,4%",170,191.0,21,"12,4%",14,7.0,-7,"-50,0%",78,79.0,1,"1,3%",175,169.0,-6,"-3,4%",662,661.0,-1,"-0,2%"
,SC,421230,Paulo Lopes,54,64.0,10,"18,5%",689,764.0,75,"10,9%",157,191.0,34,"21,7%",548,547.0,-1,"-0,2%",684,768.0,84,"12,3%",2.132,2.334,202,"9,5%"
,SC,421240,Pedras Grandes,47,47.0,0,"0,0%",1.128,1.254,126,"11,2%",8,5.0,-3,"-37,5%",128,116.0,-12,"-9,4%",115,113.0,-2,"-1,7%",1.426,1.535,109,"7,6%"
,SC,421250,Penha,338,383.0,45,"13,3%",1.513,1.552,39,"2,6%",690,701.0,11,"1,6%",1.741,1.844,103,"5,9%",4.408,5.078,670,"15,2%",8.690,9.558,868,"10,0%"
,SC,421260,Peritiba,32,29.0,-3,"-9,4%",231,256.0,25,"10,8%",26,9.0,-17,"-65,4%",133,136.0,3,"2,3%",214,211.0,-3,"-1,4%",636,641.0,5,"0,8%"
,SC,421265,Pescaria Brava,3,2.0,-1,"-33,3%",277,304.0,27,"9,7%",77,87.0,10,"13,0%",125,135.0,10,"8,0%",126,125.0,-1,"-0,8%",608,653.0,45,"7,4%"
,SC,421270,Petrolândia,63,61.0,-2,"-3,2%",382,406.0,24,"6,3%",16,16.0,0,"0,0%",171,168.0,-3,"-1,8%",291,348.0,57,"19,6%",923,999.0,76,"8,2%"
,SC,421280,Balneário Piçarras,65,67.0,2,"3,1%",934,884.0,-50,"-5,4%",838,1.083,245,"29,2%",2.293,2.355,62,"2,7%",1.922,1.933,11,"0,6%",6.052,6.322,270,"4,5%"
,SC,421290,Pinhalzinho,187,184.0,-3,"-1,6%",3.987,4.294,307,"7,7%",293,298.0,5,"1,7%",1.433,1.505,72,"5,0%",1.939,1.993,54,"2,8%",7.839,8.274,435,"5,5%"
,SC,421300,Pinheiro Preto,107,98.0,-9,"-8,4%",1.073,1.065,-8,"-0,7%",16,19.0,3,"18,8%",56,56.0,0,"0,0%",382,384.0,2,"0,5%",1.634,1.622,-12,"-0,7%"
,SC,421310,Piratuba,8,8.0,0,"0,0%",147,137.0,-10,"-6,8%",78,77.0,-1,"-1,3%",382,380.0,-2,"-0,5%",787,819.0,32,"4,1%",1.402,1.421,19,"1,4%"
,SC,421315,Planalto Alegre,36,45.0,9,"25,0%",179,163.0,-16,"-8,9%",22,31.0,9,"40,9%",112,104.0,-8,"-7,1%",96,107.0,11,"11,5%",445,450.0,5,"1,1%"
,SC,421320,Pomerode,25,23.0,-2,"-8,0%",9.907,10.389,482,"4,9%",342,350.0,8,"2,3%",1.970,2.035,65,"3,3%",2.544,2.648,104,"4,1%",14.788,15.445,657,"4,4%"
,SC,421330,Ponte Alta,138,141.0,3,"2,2%",321,358.0,37,"11,5%",19,9.0,-10,"-52,6%",104,115.0,11,"10,6%",108,97.0,-11,"-10,2%",690,720.0,30,"4,3%"
,SC,421335,Ponte Alta do Norte,195,215.0,20,"10,3%",402,356.0,-46,"-11,4%",29,41.0,12,"41,4%",96,89.0,-7,"-7,3%",64,69.0,5,"7,8%",786,770.0,-16,"-2,0%"
,SC,421340,Ponte Serrada,399,390.0,-9,"-2,3%",383,466.0,83,"21,7%",34,32.0,-2,"-5,9%",533,573.0,40,"7,5%",623,661.0,38,"6,1%",1.972,2.122,150,"7,6%"
,SC,421350,Porto Belo,315,351.0,36,"11,4%",1.013,1.064,51,"5,0%",1.639,1.923,284,"17,3%",3.813,3.843,30,"0,8%",2.127,2.474,347,"16,3%",8.907,9.655,748,"8,4%"
,SC,421360,Porto União,166,154.0,-12,"-7,2%",2.733,2.831,98,"3,6%",178,164.0,-14,"-7,9%",1.719,1.835,116,"6,7%",2.394,2.464,70,"2,9%",7.190,7.448,258,"3,6%"
,SC,421370,Pouso Redondo,134,152.0,18,"13,4%",2.741,2.843,102,"3,7%",92,77.0,-15,"-16,3%",1.043,1.006,-37,"-3,5%",904,1.014,110,"12,2%",4.914,5.092,178,"3,6%"
,SC,421380,Praia Grande,2,2.0,0,"0,0%",608,604.0,-4,"-0,7%",64,99.0,35,"54,7%",386,335.0,-51,"-13,2%",458,480.0,22,"4,8%",1.518,1.52,2,"0,1%"
,SC,421390,Presidente Castello Branco,8,11.0,3,"37,5%",4,3.0,-1,"-25,0%",1,2.0,1,"100,0%",44,50.0,6,"13,6%",84,92.0,8,"9,5%",141,158.0,17,"12,1%"
,SC,421400,Presidente Getúlio,32,31.0,-1,"-3,1%",5.286,5.569,283,"5,4%",76,93.0,17,"22,4%",1.025,1.067,42,"4,1%",958,1.046,88,"9,2%",7.377,7.806,429,"5,8%"
,SC,421410,Presidente Nereu,26,27.0,1,"3,8%",99,106.0,7,"7,1%",1,0.0,-1,"-100,0%",45,52.0,7,"15,6%",26,25.0,-1,"-3,8%",197,210.0,13,"6,6%"
